Task_ID,Employee_ID,Project_ID,Task,Time_Taken_Hours,Completion_Date,Name,Team,Role,Project_Name,Client
2942,4,4,Feature Development,6,2025-01-06,Tracy Gonzalez,Management,Project Manager,SRMG,Conley and Sons
2943,26,3,Testing,1,2025-01-09,Megan Petersen,QA,Automation Engineer,Planted,Clark and Sons
2944,148,4,Feature Development,10,2025-01-28,Michael Perkins,Management,Project Manager,SRMG,Conley and Sons
2945,133,3,Feature Development,1,2025-03-02,David Graham,Data,ML Engineer,Planted,Clark and Sons
2946,189,1,Code Review,12,2025-01-31,Elizabeth Boyle,QA,Automation Engineer,Sopheon,"Griffith, Williams and Thornton"
2947,30,3,Database Optimization,7,2025-02-17,Dawn Henry,Admin,HR,Planted,Clark and Sons
2948,186,3,Bug Fixing,6,2025-01-17,Jason Smith,Data,Data Engineer,Planted,Clark and Sons
2949,12,5,Code Review,3,2025-01-14,Samantha Collins,Dev,Backend Developer,NBC,"Mcclure, Howard and Patterson"
2950,34,5,UI Enhancement,10,2025-01-07,Justin Ward,QA,Test Analyst,NBC,"Mcclure, Howard and Patterson"
2951,66,4,Testing,6,2025-03-16,David Mitchell,Design,UI Designer,SRMG,Conley and Sons
2952,94,3,Database Optimization,2,2025-02-09,Taylor Craig,Admin,System Admin,Planted,Clark and Sons
2953,32,4,Performance Testing,2,2025-02-04,Kurt Miller,Dev,Frontend Developer,SRMG,Conley and Sons
2954,125,1,UI Enhancement,10,2025-03-13,James Lynn,QA,QA Engineer,Sopheon,"Griffith, Williams and Thornton"
2955,154,5,Security Patching,6,2025-02-27,Charles Warren,Dev,Frontend Developer,NBC,"Mcclure, Howard and Patterson"
2956,187,5,Design Review,3,2025-01-16,Michelle Wells,Dev,Backend Developer,NBC,"Mcclure, Howard and Patterson"
2957,6,3,Meeting,11,2025-02-08,Toni Wallace,Data,Data Engineer,Planted,Clark and Sons
2958,93,2,Bug Fixing,4,2025-01-03,Kristen Golden,Design,UI Designer,Revold World,Martinez-James
2959,148,1,Meeting,6,2025-02-04,Michael Perkins,Management,Project Manager,Sopheon,"Griffith, Williams and Thornton"
2960,30,4,UI Enhancement,11,2025-02-27,Dawn Henry,Admin,HR,SRMG,Conley and Sons
2961,135,2,Performance Testing,9,2025-01-24,Joshua Beard,QA,QA Engineer,Revold World,Martinez-James
2962,98,5,Code Review,8,2025-01-15,Debra Garner,Data,ML Engineer,NBC,"Mcclure, Howard and Patterson"
2963,177,5,Performance Testing,8,2025-02-04,Shawn Frazier,Management,Product Owner,NBC,"Mcclure, Howard and Patterson"
2964,150,1,Bug Fixing,4,2025-02-06,Timothy Hernandez,Dev,Backend Developer,Sopheon,"Griffith, Williams and Thornton"
2965,127,2,Design Review,6,2025-01-27,Sarah Cole,Admin,System Admin,Revold World,Martinez-James
2966,104,2,UI Enhancement,8,2025-01-11,Timothy Murray,Admin,HR,Revold World,Martinez-James
2967,63,5,Feature Development,8,2025-02-15,Jason Jones,Design,UI Designer,NBC,"Mcclure, Howard and Patterson"
2968,121,5,Design Review,6,2025-02-16,Alisha Mclean,Data,Data Engineer,NBC,"Mcclure, Howard and Patterson"
2969,98,1,UI Enhancement,2,2025-03-27,Debra Garner,Data,ML Engineer,Sopheon,"Griffith, Williams and Thornton"
2970,108,1,UI Enhancement,8,2025-01-23,Susan Joseph,Admin,Office Manager,Sopheon,"Griffith, Williams and Thornton"
2971,75,2,UI Enhancement,10,2025-01-01,Dan Palmer,QA,Test Analyst,Revold World,Martinez-James
2972,27,5,Security Patching,9,2025-03-08,Sara Young,Data,Data Engineer,NBC,"Mcclure, Howard and Patterson"
2973,186,3,Security Patching,11,2025-01-20,Jason Smith,Data,Data Engineer,Planted,Clark and Sons
2974,6,3,Security Patching,11,2025-02-21,Toni Wallace,Data,Data Engineer,Planted,Clark and Sons
2975,15,2,Security Patching,2,2025-02-05,Lisa Cabrera,QA,Automation Engineer,Revold World,Martinez-James
2976,40,3,Bug Fixing,2,2025-02-03,Virginia Sullivan,Data,Data Analyst,Planted,Clark and Sons
2977,72,2,Bug Fixing,7,2025-03-16,Cynthia Johnson,Admin,HR,Revold World,Martinez-James
2978,69,5,Design Review,3,2025-02-26,Jeremiah Mclaughlin,Management,Project Manager,NBC,"Mcclure, Howard and Patterson"
2979,30,1,Security Patching,3,2025-02-03,Dawn Henry,Admin,HR,Sopheon,"Griffith, Williams and Thornton"
2980,84,2,Security Patching,2,2025-02-22,Charlotte Hinton,Admin,Office Manager,Revold World,Martinez-James
2981,80,3,Code Review,9,2025-02-21,Teresa Conway,Data,Data Engineer,Planted,Clark and Sons
2982,28,4,Feature Development,8,2025-02-16,Sherry Velazquez,Design,Graphic Designer,SRMG,Conley and Sons
2983,94,4,Performance Testing,7,2025-03-24,Taylor Craig,Admin,System Admin,SRMG,Conley and Sons
2984,114,3,Performance Testing,8,2025-02-20,Amber Hall,Management,Scrum Master,Planted,Clark and Sons
2985,51,5,Meeting,9,2025-01-12,Joshua Drake,Data,Data Analyst,NBC,"Mcclure, Howard and Patterson"
2986,28,1,Bug Fixing,8,2025-03-26,Sherry Velazquez,Design,Graphic Designer,Sopheon,"Griffith, Williams and Thornton"
2987,45,4,Performance Testing,10,2025-01-09,Becky Crawford,Dev,Backend Developer,SRMG,Conley and Sons
2988,160,2,UI Enhancement,3,2025-01-07,Carrie Gonzalez,QA,QA Engineer,Revold World,Martinez-James
2989,30,4,UI Enhancement,8,2025-02-28,Dawn Henry,Admin,HR,SRMG,Conley and Sons
2990,62,1,Feature Development,1,2025-02-03,Christian Martinez II,Dev,Backend Developer,Sopheon,"Griffith, Williams and Thornton"
2991,134,5,Bug Fixing,9,2025-01-23,Joshua Allen,Design,UI Designer,NBC,"Mcclure, Howard and Patterson"
2992,3,1,Design Review,6,2025-02-18,Leslie Kemp,Dev,Frontend Developer,Sopheon,"Griffith, Williams and Thornton"
2993,125,5,Bug Fixing,10,2025-02-13,James Lynn,QA,QA Engineer,NBC,"Mcclure, Howard and Patterson"
2994,61,2,Database Optimization,12,2025-01-29,Leslie Smith,Data,Data Engineer,Revold World,Martinez-James
2995,60,1,Database Optimization,10,2025-01-18,Abigail Johnson,Design,UI Designer,Sopheon,"Griffith, Williams and Thornton"
2996,8,3,Design Review,7,2025-02-11,Shelly Morales,Data,Data Analyst,Planted,Clark and Sons
2997,106,2,Bug Fixing,9,2025-03-22,Scott Nguyen,Data,Data Analyst,Revold World,Martinez-James
2998,149,1,Meeting,6,2025-02-24,Robert Murray,Design,Graphic Designer,Sopheon,"Griffith, Williams and Thornton"
2999,199,2,Meeting,6,2025-01-10,Matthew Green,QA,Automation Engineer,Revold World,Martinez-James
3000,195,1,Code Review,2,2025-01-17,Caroline Benton,QA,Automation Engineer,Sopheon,"Griffith, Williams and Thornton"
3001,83,5,Security Patching,8,2025-03-01,Patricia Beasley,Management,Project Manager,NBC,"Mcclure, Howard and Patterson"
3002,128,1,Testing,11,2025-03-09,David Barrera,Admin,Office Manager,Sopheon,"Griffith, Williams and Thornton"
3003,143,4,Testing,5,2025-01-17,Jordan Gomez,Data,Data Analyst,SRMG,Conley and Sons
3004,199,3,Testing,3,2025-03-11,Matthew Green,QA,Automation Engineer,Planted,Clark and Sons
3005,152,2,Design Review,5,2025-02-23,Jennifer Stevens,Admin,HR,Revold World,Martinez-James
3006,7,3,Meeting,7,2025-03-18,Mr. Scott Bowman III,Design,UX Designer,Planted,Clark and Sons
3007,185,2,UI Enhancement,9,2025-01-05,Danielle Russo,Dev,Backend Developer,Revold World,Martinez-James
3008,111,4,UI Enhancement,7,2025-03-10,Lisa Daniels,Dev,Backend Developer,SRMG,Conley and Sons
3009,186,3,Testing,4,2025-02-22,Jason Smith,Data,Data Engineer,Planted,Clark and Sons
3010,4,1,Security Patching,5,2025-02-05,Tracy Gonzalez,Management,Project Manager,Sopheon,"Griffith, Williams and Thornton"
3011,192,1,Feature Development,5,2025-03-10,Justin Obrien,Management,Scrum Master,Sopheon,"Griffith, Williams and Thornton"
3012,21,4,Database Optimization,7,2025-03-09,Victor Gamble,Admin,Office Manager,SRMG,Conley and Sons
3013,62,3,Code Review,4,2025-02-28,Christian Martinez II,Dev,Backend Developer,Planted,Clark and Sons
3014,150,2,Testing,7,2025-01-03,Timothy Hernandez,Dev,Backend Developer,Revold World,Martinez-James
3015,177,1,Testing,2,2025-01-14,Shawn Frazier,Management,Product Owner,Sopheon,"Griffith, Williams and Thornton"
3016,70,1,Testing,6,2025-01-06,David Burns,Management,Project Manager,Sopheon,"Griffith, Williams and Thornton"
3017,199,1,Design Review,4,2025-03-17,Matthew Green,QA,Automation Engineer,Sopheon,"Griffith, Williams and Thornton"
3018,55,2,Feature Development,6,2025-02-08,Sandra Hall,Management,Product Owner,Revold World,Martinez-James
3019,143,4,Performance Testing,3,2025-02-07,Jordan Gomez,Data,Data Analyst,SRMG,Conley and Sons
3020,165,5,Database Optimization,2,2025-03-01,Tonya Kelly,Management,Project Manager,NBC,"Mcclure, Howard and Patterson"
3021,187,3,Performance Testing,2,2025-03-08,Michelle Wells,Dev,Backend Developer,Planted,Clark and Sons
3022,180,2,Database Optimization,7,2025-03-04,Lynn Obrien,Design,Graphic Designer,Revold World,Martinez-James
3023,90,1,Testing,11,2025-03-12,Scott Arellano,Management,Scrum Master,Sopheon,"Griffith, Williams and Thornton"
3024,57,3,Code Review,9,2025-02-20,Eric Smith,Design,UI Designer,Planted,Clark and Sons
3025,93,4,Meeting,12,2025-03-18,Kristen Golden,Design,UI Designer,SRMG,Conley and Sons
3026,64,5,Database Optimization,3,2025-02-27,Steven White,Data,Data Analyst,NBC,"Mcclure, Howard and Patterson"
3027,87,5,Feature Development,6,2025-01-26,Andrew Hughes,Data,Data Analyst,NBC,"Mcclure, Howard and Patterson"
3028,45,2,Security Patching,11,2025-02-03,Becky Crawford,Dev,Backend Developer,Revold World,Martinez-James
3029,31,2,Security Patching,11,2025-01-09,James Schroeder,Dev,Backend Developer,Revold World,Martinez-James
3030,131,2,Code Review,2,2025-01-25,Juan Kelly,Design,UX Designer,Revold World,Martinez-James
3031,198,4,UI Enhancement,9,2025-01-14,Rachel Dean,Admin,HR,SRMG,Conley and Sons
3032,92,4,Testing,3,2025-02-14,Michael Morales,Design,UI Designer,SRMG,Conley and Sons
3033,76,5,Meeting,12,2025-03-25,Laura Scott,QA,QA Engineer,NBC,"Mcclure, Howard and Patterson"
3034,176,1,Design Review,2,2025-01-21,Karen Chandler DDS,Data,Data Engineer,Sopheon,"Griffith, Williams and Thornton"
3035,169,2,Feature Development,8,2025-02-13,Shari Frey,Dev,Backend Developer,Revold World,Martinez-James
3036,55,3,Performance Testing,12,2025-01-29,Sandra Hall,Management,Product Owner,Planted,Clark and Sons
3037,88,5,Design Review,7,2025-02-18,Gabriel Mejia,Dev,Backend Developer,NBC,"Mcclure, Howard and Patterson"
3038,198,4,Meeting,11,2025-03-18,Rachel Dean,Admin,HR,SRMG,Conley and Sons
3039,83,5,Testing,2,2025-01-23,Patricia Beasley,Management,Project Manager,NBC,"Mcclure, Howard and Patterson"
3040,132,3,Feature Development,1,2025-01-01,Daniel Jones,Dev,Frontend Developer,Planted,Clark and Sons
3041,176,1,Testing,7,2025-01-12,Karen Chandler DDS,Data,Data Engineer,Sopheon,"Griffith, Williams and Thornton"
3042,66,5,Design Review,7,2025-01-12,David Mitchell,Design,UI Designer,NBC,"Mcclure, Howard and Patterson"
3043,21,5,Database Optimization,12,2025-03-22,Victor Gamble,Admin,Office Manager,NBC,"Mcclure, Howard and Patterson"
3044,45,1,Meeting,1,2025-03-08,Becky Crawford,Dev,Backend Developer,Sopheon,"Griffith, Williams and Thornton"
3045,159,5,UI Enhancement,1,2025-03-21,Drew Cantrell,QA,Automation Engineer,NBC,"Mcclure, Howard and Patterson"
3046,51,5,UI Enhancement,8,2025-01-05,Joshua Drake,Data,Data Analyst,NBC,"Mcclure, Howard and Patterson"
3047,115,1,Code Review,4,2025-02-17,Matthew Thomas PhD,Admin,Office Manager,Sopheon,"Griffith, Williams and Thornton"
3048,126,4,UI Enhancement,7,2025-03-14,Michael Mathews,Dev,Frontend Developer,SRMG,Conley and Sons
3049,4,3,Bug Fixing,9,2025-03-02,Tracy Gonzalez,Management,Project Manager,Planted,Clark and Sons
3050,157,1,Bug Fixing,9,2025-02-14,Edwin Murray,Dev,Backend Developer,Sopheon,"Griffith, Williams and Thornton"
3051,122,4,Meeting,8,2025-02-02,David Downs,Data,ML Engineer,SRMG,Conley and Sons
3052,71,2,Code Review,11,2025-03-13,Joshua Stafford,QA,Test Analyst,Revold World,Martinez-James
3053,5,3,UI Enhancement,4,2025-01-08,Kristen Smith,QA,Test Analyst,Planted,Clark and Sons
3054,190,4,Database Optimization,7,2025-01-18,Ronald Peterson,Data,Data Engineer,SRMG,Conley and Sons
3055,73,5,Design Review,12,2025-03-10,Bradley Robinson,QA,QA Engineer,NBC,"Mcclure, Howard and Patterson"
3056,139,5,UI Enhancement,11,2025-01-26,Benjamin Torres,QA,Test Analyst,NBC,"Mcclure, Howard and Patterson"
3057,187,5,UI Enhancement,2,2025-03-20,Michelle Wells,Dev,Backend Developer,NBC,"Mcclure, Howard and Patterson"
3058,161,5,Security Patching,3,2025-03-12,Brent Wheeler,QA,Test Analyst,NBC,"Mcclure, Howard and Patterson"
3059,94,5,Code Review,6,2025-02-25,Taylor Craig,Admin,System Admin,NBC,"Mcclure, Howard and Patterson"
3060,170,2,Security Patching,7,2025-02-19,Timothy Manning,Data,Data Engineer,Revold World,Martinez-James
3061,38,2,Meeting,6,2025-01-01,Cassandra Warren,Data,Data Engineer,Revold World,Martinez-James
3062,99,2,Database Optimization,8,2025-03-01,David Cohen,Design,UX Designer,Revold World,Martinez-James
3063,20,3,Testing,8,2025-02-01,Melissa Avery,Design,UX Designer,Planted,Clark and Sons
3064,76,3,Feature Development,12,2025-02-24,Laura Scott,QA,QA Engineer,Planted,Clark and Sons
3065,180,2,Database Optimization,8,2025-01-31,Lynn Obrien,Design,Graphic Designer,Revold World,Martinez-James
3066,109,1,Meeting,8,2025-03-12,Laura Ray,QA,Automation Engineer,Sopheon,"Griffith, Williams and Thornton"
3067,171,1,Database Optimization,10,2025-03-16,Nicolas Alvarez,Dev,Backend Developer,Sopheon,"Griffith, Williams and Thornton"
3068,41,3,Meeting,6,2025-01-05,Christopher Herring,Management,Scrum Master,Planted,Clark and Sons
3069,154,3,Performance Testing,7,2025-01-08,Charles Warren,Dev,Frontend Developer,Planted,Clark and Sons
3070,114,4,Meeting,8,2025-02-15,Amber Hall,Management,Scrum Master,SRMG,Conley and Sons
3071,62,5,Performance Testing,5,2025-01-15,Christian Martinez II,Dev,Backend Developer,NBC,"Mcclure, Howard and Patterson"
3072,26,5,UI Enhancement,5,2025-03-18,Megan Petersen,QA,Automation Engineer,NBC,"Mcclure, Howard and Patterson"
3073,78,5,UI Enhancement,4,2025-03-19,Paul Stevenson,Dev,Backend Developer,NBC,"Mcclure, Howard and Patterson"
3074,21,1,Database Optimization,10,2025-02-11,Victor Gamble,Admin,Office Manager,Sopheon,"Griffith, Williams and Thornton"
3075,77,4,UI Enhancement,9,2025-02-16,Miranda Chapman,Dev,Frontend Developer,SRMG,Conley and Sons
3076,92,2,Database Optimization,6,2025-03-20,Michael Morales,Design,UI Designer,Revold World,Martinez-James
3077,66,2,Database Optimization,2,2025-01-08,David Mitchell,Design,UI Designer,Revold World,Martinez-James
3078,106,3,Code Review,12,2025-01-04,Scott Nguyen,Data,Data Analyst,Planted,Clark and Sons
3079,33,3,Feature Development,10,2025-02-17,Gloria Robinson,Design,UI Designer,Planted,Clark and Sons
3080,104,5,Bug Fixing,1,2025-02-06,Timothy Murray,Admin,HR,NBC,"Mcclure, Howard and Patterson"
3081,100,3,Meeting,2,2025-03-19,Dennis Lopez,Data,Data Analyst,Planted,Clark and Sons
3082,109,3,Design Review,9,2025-02-20,Laura Ray,QA,Automation Engineer,Planted,Clark and Sons
3083,144,5,Security Patching,12,2025-01-08,Jasmine Jennings,Management,Project Manager,NBC,"Mcclure, Howard and Patterson"
3084,148,5,Security Patching,11,2025-03-20,Michael Perkins,Management,Project Manager,NBC,"Mcclure, Howard and Patterson"
3085,199,4,Design Review,6,2025-01-14,Matthew Green,QA,Automation Engineer,SRMG,Conley and Sons
3086,95,4,UI Enhancement,12,2025-02-26,Miguel Miller,Management,Product Owner,SRMG,Conley and Sons
3087,175,3,Testing,5,2025-03-10,Michael Gill,Management,Scrum Master,Planted,Clark and Sons
3088,83,2,Code Review,12,2025-01-17,Patricia Beasley,Management,Project Manager,Revold World,Martinez-James
3089,153,1,Bug Fixing,2,2025-02-24,Cody Carroll,Data,Data Engineer,Sopheon,"Griffith, Williams and Thornton"
3090,177,5,Database Optimization,3,2025-01-09,Shawn Frazier,Management,Product Owner,NBC,"Mcclure, Howard and Patterson"
3091,44,1,Design Review,9,2025-03-27,Alyssa Ross,Dev,Software Engineer,Sopheon,"Griffith, Williams and Thornton"
3092,48,5,UI Enhancement,11,2025-03-24,Samantha Cardenas,Management,Project Manager,NBC,"Mcclure, Howard and Patterson"
3093,169,4,Security Patching,4,2025-03-12,Shari Frey,Dev,Backend Developer,SRMG,Conley and Sons
3094,90,1,Meeting,11,2025-02-15,Scott Arellano,Management,Scrum Master,Sopheon,"Griffith, Williams and Thornton"
3095,75,1,Meeting,8,2025-03-04,Dan Palmer,QA,Test Analyst,Sopheon,"Griffith, Williams and Thornton"
3096,16,3,Performance Testing,12,2025-03-01,Megan Duncan,Data,Data Engineer,Planted,Clark and Sons
3097,24,1,Performance Testing,8,2025-02-17,Michael Garcia,Design,Graphic Designer,Sopheon,"Griffith, Williams and Thornton"
3098,155,4,Testing,2,2025-03-05,Ryan Rogers,Design,Graphic Designer,SRMG,Conley and Sons
3099,159,4,Bug Fixing,9,2025-01-16,Drew Cantrell,QA,Automation Engineer,SRMG,Conley and Sons
3100,194,2,Bug Fixing,10,2025-01-17,Christopher Robinson,Data,ML Engineer,Revold World,Martinez-James
3101,62,3,Bug Fixing,12,2025-02-09,Christian Martinez II,Dev,Backend Developer,Planted,Clark and Sons
3102,168,2,Performance Testing,7,2025-03-28,Chad Davidson,Dev,Backend Developer,Revold World,Martinez-James
3103,51,1,Performance Testing,4,2025-02-14,Joshua Drake,Data,Data Analyst,Sopheon,"Griffith, Williams and Thornton"
3104,109,5,Bug Fixing,9,2025-01-06,Laura Ray,QA,Automation Engineer,NBC,"Mcclure, Howard and Patterson"
3105,169,4,Bug Fixing,1,2025-01-07,Shari Frey,Dev,Backend Developer,SRMG,Conley and Sons
3106,39,2,Testing,1,2025-03-13,Jeffrey Morgan,Management,Project Manager,Revold World,Martinez-James
3107,193,3,Design Review,4,2025-02-21,Margaret Hernandez,Dev,Backend Developer,Planted,Clark and Sons
3108,54,3,Meeting,9,2025-01-11,Jimmy Riley,QA,QA Engineer,Planted,Clark and Sons
3109,65,4,Design Review,7,2025-01-17,Jon Wise,Admin,System Admin,SRMG,Conley and Sons
3110,91,1,UI Enhancement,9,2025-02-16,Tina Garcia,Dev,Software Engineer,Sopheon,"Griffith, Williams and Thornton"
3111,135,3,Feature Development,5,2025-02-04,Joshua Beard,QA,QA Engineer,Planted,Clark and Sons
3112,184,2,Bug Fixing,2,2025-02-13,Sandra Williams,Admin,System Admin,Revold World,Martinez-James
3113,163,1,Bug Fixing,8,2025-02-21,William Johnston,Design,Graphic Designer,Sopheon,"Griffith, Williams and Thornton"
3114,48,5,Bug Fixing,8,2025-03-20,Samantha Cardenas,Management,Project Manager,NBC,"Mcclure, Howard and Patterson"
3115,18,5,Security Patching,7,2025-02-03,Allison Barnett,Management,Product Owner,NBC,"Mcclure, Howard and Patterson"
3116,106,5,Bug Fixing,4,2025-02-27,Scott Nguyen,Data,Data Analyst,NBC,"Mcclure, Howard and Patterson"
3117,13,4,Design Review,8,2025-03-01,Pam Bright,Admin,Office Manager,SRMG,Conley and Sons
3118,156,3,Security Patching,5,2025-02-07,Steven Smith,QA,QA Engineer,Planted,Clark and Sons
3119,163,5,UI Enhancement,4,2025-03-12,William Johnston,Design,Graphic Designer,NBC,"Mcclure, Howard and Patterson"
3120,128,2,Testing,4,2025-01-20,David Barrera,Admin,Office Manager,Revold World,Martinez-James
3121,189,1,Feature Development,12,2025-01-09,Elizabeth Boyle,QA,Automation Engineer,Sopheon,"Griffith, Williams and Thornton"
3122,7,1,UI Enhancement,1,2025-02-09,Mr. Scott Bowman III,Design,UX Designer,Sopheon,"Griffith, Williams and Thornton"
3123,90,2,Performance Testing,8,2025-03-27,Scott Arellano,Management,Scrum Master,Revold World,Martinez-James
3124,167,4,UI Enhancement,7,2025-03-18,Allen Williamson,Admin,System Admin,SRMG,Conley and Sons
3125,111,1,Bug Fixing,11,2025-03-13,Lisa Daniels,Dev,Backend Developer,Sopheon,"Griffith, Williams and Thornton"
3126,122,1,Code Review,6,2025-03-19,David Downs,Data,ML Engineer,Sopheon,"Griffith, Williams and Thornton"
3127,43,5,Testing,8,2025-01-29,Mr. Jesus Lynch,Design,UI Designer,NBC,"Mcclure, Howard and Patterson"
3128,100,2,Design Review,12,2025-02-04,Dennis Lopez,Data,Data Analyst,Revold World,Martinez-James
3129,85,1,Security Patching,1,2025-03-24,Sean Aguilar,Design,UX Designer,Sopheon,"Griffith, Williams and Thornton"
3130,174,1,Bug Fixing,7,2025-03-11,Michael Perez,Dev,Software Engineer,Sopheon,"Griffith, Williams and Thornton"
3131,42,5,Code Review,8,2025-03-01,Ashley Christian,Management,Product Owner,NBC,"Mcclure, Howard and Patterson"
3132,87,5,Feature Development,2,2025-01-14,Andrew Hughes,Data,Data Analyst,NBC,"Mcclure, Howard and Patterson"
3133,105,5,Bug Fixing,12,2025-02-26,Kimberly Martin,Dev,Software Engineer,NBC,"Mcclure, Howard and Patterson"
3134,4,2,Design Review,3,2025-03-02,Tracy Gonzalez,Management,Project Manager,Revold World,Martinez-James
3135,128,1,Performance Testing,6,2025-02-19,David Barrera,Admin,Office Manager,Sopheon,"Griffith, Williams and Thornton"
3136,159,1,Testing,2,2025-03-27,Drew Cantrell,QA,Automation Engineer,Sopheon,"Griffith, Williams and Thornton"
3137,34,1,Database Optimization,1,2025-01-11,Justin Ward,QA,Test Analyst,Sopheon,"Griffith, Williams and Thornton"
3138,168,2,Bug Fixing,2,2025-02-07,Chad Davidson,Dev,Backend Developer,Revold World,Martinez-James
3139,26,4,Performance Testing,5,2025-03-14,Megan Petersen,QA,Automation Engineer,SRMG,Conley and Sons
3140,106,4,Database Optimization,5,2025-01-10,Scott Nguyen,Data,Data Analyst,SRMG,Conley and Sons
3141,151,3,Bug Fixing,4,2025-01-11,David Villanueva,Design,UI Designer,Planted,Clark and Sons
3142,172,4,Testing,1,2025-01-27,Jessica Morris,Dev,Software Engineer,SRMG,Conley and Sons
3143,31,4,Design Review,1,2025-01-06,James Schroeder,Dev,Backend Developer,SRMG,Conley and Sons
3144,196,5,Meeting,3,2025-01-20,David Ryan,QA,Automation Engineer,NBC,"Mcclure, Howard and Patterson"
3145,195,3,Feature Development,7,2025-02-18,Caroline Benton,QA,Automation Engineer,Planted,Clark and Sons
3146,167,3,Database Optimization,1,2025-01-22,Allen Williamson,Admin,System Admin,Planted,Clark and Sons
3147,57,1,Performance Testing,4,2025-01-11,Eric Smith,Design,UI Designer,Sopheon,"Griffith, Williams and Thornton"
3148,163,3,Testing,10,2025-03-01,William Johnston,Design,Graphic Designer,Planted,Clark and Sons
3149,7,1,Database Optimization,7,2025-02-10,Mr. Scott Bowman III,Design,UX Designer,Sopheon,"Griffith, Williams and Thornton"
3150,78,3,Testing,10,2025-01-17,Paul Stevenson,Dev,Backend Developer,Planted,Clark and Sons
3151,66,2,Performance Testing,2,2025-03-08,David Mitchell,Design,UI Designer,Revold World,Martinez-James
3152,118,1,Performance Testing,5,2025-03-15,Charles Wong,QA,QA Engineer,Sopheon,"Griffith, Williams and Thornton"
3153,128,5,Bug Fixing,1,2025-02-13,David Barrera,Admin,Office Manager,NBC,"Mcclure, Howard and Patterson"
3154,159,4,UI Enhancement,10,2025-01-29,Drew Cantrell,QA,Automation Engineer,SRMG,Conley and Sons
3155,49,5,Testing,10,2025-01-09,Robert Baker,Dev,Software Engineer,NBC,"Mcclure, Howard and Patterson"
3156,126,3,Testing,3,2025-03-24,Michael Mathews,Dev,Frontend Developer,Planted,Clark and Sons
3157,63,2,Feature Development,4,2025-01-17,Jason Jones,Design,UI Designer,Revold World,Martinez-James
3158,143,5,Performance Testing,3,2025-03-26,Jordan Gomez,Data,Data Analyst,NBC,"Mcclure, Howard and Patterson"
3159,151,3,Security Patching,4,2025-03-12,David Villanueva,Design,UI Designer,Planted,Clark and Sons
3160,190,3,Security Patching,6,2025-02-04,Ronald Peterson,Data,Data Engineer,Planted,Clark and Sons
3161,40,4,Testing,3,2025-02-11,Virginia Sullivan,Data,Data Analyst,SRMG,Conley and Sons
3162,128,3,Feature Development,4,2025-01-09,David Barrera,Admin,Office Manager,Planted,Clark and Sons
3163,111,3,Bug Fixing,9,2025-03-19,Lisa Daniels,Dev,Backend Developer,Planted,Clark and Sons
3164,38,2,Design Review,8,2025-02-28,Cassandra Warren,Data,Data Engineer,Revold World,Martinez-James
3165,97,1,Performance Testing,4,2025-02-21,Chelsea Leblanc,Management,Scrum Master,Sopheon,"Griffith, Williams and Thornton"
3166,180,1,UI Enhancement,12,2025-02-18,Lynn Obrien,Design,Graphic Designer,Sopheon,"Griffith, Williams and Thornton"
3167,32,3,Feature Development,10,2025-01-27,Kurt Miller,Dev,Frontend Developer,Planted,Clark and Sons
3168,20,2,UI Enhancement,3,2025-03-01,Melissa Avery,Design,UX Designer,Revold World,Martinez-James
3169,119,1,Code Review,12,2025-01-12,Crystal Carr,Design,UI Designer,Sopheon,"Griffith, Williams and Thornton"
3170,128,3,Bug Fixing,4,2025-03-03,David Barrera,Admin,Office Manager,Planted,Clark and Sons
3171,66,5,Design Review,11,2025-02-19,David Mitchell,Design,UI Designer,NBC,"Mcclure, Howard and Patterson"
3172,115,3,Feature Development,10,2025-01-13,Matthew Thomas PhD,Admin,Office Manager,Planted,Clark and Sons
3173,98,1,Code Review,9,2025-03-13,Debra Garner,Data,ML Engineer,Sopheon,"Griffith, Williams and Thornton"
3174,112,1,Design Review,5,2025-02-18,Denise Butler,Admin,System Admin,Sopheon,"Griffith, Williams and Thornton"
3175,188,2,UI Enhancement,6,2025-01-12,Michael Kline,Management,Project Manager,Revold World,Martinez-James
3176,88,2,Code Review,1,2025-02-04,Gabriel Mejia,Dev,Backend Developer,Revold World,Martinez-James
3177,139,5,Design Review,8,2025-02-04,Benjamin Torres,QA,Test Analyst,NBC,"Mcclure, Howard and Patterson"
3178,118,3,Feature Development,9,2025-03-14,Charles Wong,QA,QA Engineer,Planted,Clark and Sons
3179,188,2,Design Review,10,2025-01-31,Michael Kline,Management,Project Manager,Revold World,Martinez-James
3180,137,5,Database Optimization,12,2025-01-15,Heather Banks,Dev,Software Engineer,NBC,"Mcclure, Howard and Patterson"
3181,142,3,Feature Development,9,2025-02-24,Joshua Alexander,Data,Data Engineer,Planted,Clark and Sons
3182,158,4,Performance Testing,10,2025-03-13,Kristen Green,QA,Automation Engineer,SRMG,Conley and Sons
3183,70,5,Performance Testing,4,2025-02-26,David Burns,Management,Project Manager,NBC,"Mcclure, Howard and Patterson"
3184,128,3,UI Enhancement,8,2025-02-18,David Barrera,Admin,Office Manager,Planted,Clark and Sons
3185,4,3,Testing,8,2025-01-05,Tracy Gonzalez,Management,Project Manager,Planted,Clark and Sons
3186,56,1,Design Review,3,2025-02-24,Caleb Brown,QA,Automation Engineer,Sopheon,"Griffith, Williams and Thornton"
